Driver,LapNumber,LapTime,Position,TyreLife,Compound,Year
ALO,41.0,0 days 00:01:26.815000,9.0,23.0,HARD,2023
ALO,42.0,0 days 00:01:26.403000,9.0,24.0,HARD,2023
ALO,43.0,0 days 00:01:26.105000,9.0,25.0,HARD,2023
ALO,44.0,0 days 00:01:26.155000,9.0,26.0,HARD,2023
ALO,45.0,0 days 00:01:26.277000,9.0,27.0,HARD,2023
ALO,46.0,0 days 00:01:26.453000,9.0,28.0,HARD,2023
ALO,47.0,0 days 00:01:26.912000,9.0,29.0,HARD,2023
ALO,48.0,0 days 00:01:27.183000,9.0,30.0,HARD,2023
ALO,49.0,0 days 00:01:27.245000,9.0,31.0,HARD,2023
ALO,50.0,0 days 00:01:27.360000,9.0,32.0,HARD,2023
ALO,51.0,0 days 00:01:27.395000,9.0,33.0,HARD,2023
LEC,1.0,0 days 00:01:28.755000,3.0,1.0,MEDIUM,2023
LEC,2.0,0 days 00:01:26.312000,3.0,2.0,MEDIUM,2023
LEC,3.0,0 days 00:01:25.719000,3.0,3.0,MEDIUM,2023
LEC,4.0,0 days 00:01:26.025000,3.0,4.0,MEDIUM,2023
LEC,5.0,0 days 00:01:26.266000,3.0,5.0,MEDIUM,2023
LEC,6.0,0 days 00:01:26.483000,3.0,6.0,MEDIUM,2023
LEC,7.0,0 days 00:01:26.473000,3.0,7.0,MEDIUM,2023
LEC,8.0,0 days 00:01:25.972000,3.0,8.0,MEDIUM,2023
LEC,9.0,0 days 00:01:26.678000,3.0,9.0,MEDIUM,2023
LEC,10.0,0 days 00:01:26.787000,3.0,10.0,MEDIUM,2023
LEC,11.0,0 days 00:01:26.838000,3.0,11.0,MEDIUM,2023
LEC,12.0,0 days 00:01:26.694000,3.0,12.0,MEDIUM,2023
LEC,13.0,0 days 00:01:26.557000,3.0,13.0,MEDIUM,2023
LEC,14.0,0 days 00:01:26.940000,3.0,14.0,MEDIUM,2023
LEC,15.0,0 days 00:01:27.314000,3.0,15.0,MEDIUM,2023
LEC,16.0,0 days 00:01:27.155000,3.0,16.0,MEDIUM,2023
LEC,17.0,0 days 00:01:27.670000,3.0,17.0,MEDIUM,2023
LEC,18.0,0 days 00:01:27.498000,3.0,18.0,MEDIUM,2023
LEC,19.0,0 days 00:01:27.702000,2.0,19.0,MEDIUM,2023
LEC,20.0,0 days 00:01:31.155000,3.0,20.0,MEDIUM,2023
LEC,21.0,0 days 00:01:45.842000,8.0,1.0,HARD,2023
LEC,22.0,0 days 00:01:25.742000,6.0,2.0,HARD,2023
LEC,23.0,0 days 00:01:25.807000,5.0,3.0,HARD,2023
LEC,24.0,0 days 00:01:25.933000,4.0,4.0,HARD,2023
LEC,25.0,0 days 00:01:26.061000,4.0,5.0,HARD,2023
LEC,26.0,0 days 00:01:25.763000,4.0,6.0,HARD,2023
LEC,27.0,0 days 00:01:26.234000,3.0,7.0,HARD,2023
LEC,28.0,0 days 00:01:25.663000,3.0,8.0,HARD,2023
LEC,29.0,0 days 00:01:25.814000,3.0,9.0,HARD,2023
LEC,30.0,0 days 00:01:25.782000,3.0,10.0,HARD,2023
LEC,31.0,0 days 00:01:26.496000,3.0,11.0,HARD,2023
LEC,32.0,0 days 00:01:26.869000,4.0,12.0,HARD,2023
LEC,33.0,0 days 00:01:25.962000,4.0,13.0,HARD,2023
LEC,34.0,0 days 00:01:25.851000,4.0,14.0,HARD,2023
LEC,35.0,0 days 00:01:25.850000,4.0,15.0,HARD,2023
LEC,36.0,0 days 00:01:25.631000,4.0,16.0,HARD,2023
LEC,37.0,0 days 00:01:25.671000,4.0,17.0,HARD,2023
LEC,38.0,0 days 00:01:25.580000,4.0,18.0,HARD,2023
LEC,39.0,0 days 00:01:25.629000,4.0,19.0,HARD,2023
LEC,40.0,0 days 00:01:25.728000,4.0,20.0,HARD,2023
LEC,41.0,0 days 00:01:26.511000,4.0,21.0,HARD,2023
LEC,42.0,0 days 00:01:26.448000,4.0,22.0,HARD,2023
LEC,43.0,0 days 00:01:26.597000,4.0,23.0,HARD,2023
LEC,44.0,0 days 00:01:26.586000,4.0,24.0,HARD,2023
LEC,45.0,0 days 00:01:26.321000,4.0,25.0,HARD,2023
LEC,46.0,0 days 00:01:26.580000,4.0,26.0,HARD,2023
LEC,47.0,0 days 00:01:27.371000,4.0,27.0,HARD,2023
LEC,48.0,0 days 00:01:26.828000,4.0,28.0,HARD,2023
LEC,49.0,0 days 00:01:26.633000,4.0,29.0,HARD,2023
LEC,50.0,0 days 00:01:26.961000,4.0,30.0,HARD,2023
LEC,51.0,0 days 00:01:26.783000,4.0,31.0,HARD,2023
STR,1.0,0 days 00:01:36.787000,19.0,1.0,MEDIUM,2023
STR,2.0,0 days 00:01:28.953000,19.0,2.0,MEDIUM,2023
STR,3.0,0 days 00:01:28.614000,19.0,3.0,MEDIUM,2023
STR,4.0,0 days 00:01:27.725000,18.0,4.0,MEDIUM,2023
STR,5.0,0 days 00:01:27.574000,18.0,5.0,MEDIUM,2023
STR,6.0,0 days 00:01:27.656000,18.0,6.0,MEDIUM,2023
STR,7.0,0 days 00:01:27.100000,18.0,7.0,MEDIUM,2023
STR,8.0,0 days 00:01:27.362000,18.0,8.0,MEDIUM,2023
STR,9.0,0 days 00:01:27.312000,18.0,9.0,MEDIUM,2023
STR,10.0,0 days 00:01:27.539000,17.0,10.0,MEDIUM,2023
STR,11.0,0 days 00:01:27.369000,16.0,11.0,MEDIUM,2023
STR,12.0,0 days 00:01:27.810000,16.0,12.0,MEDIUM,2023
STR,13.0,0 days 00:01:28.222000,16.0,13.0,MEDIUM,2023
STR,14.0,0 days 00:01:28.057000,14.0,14.0,MEDIUM,2023
STR,15.0,0 days 00:01:28.179000,13.0,15.0,MEDIUM,2023
STR,16.0,0 days 00:01:28.080000,12.0,16.0,MEDIUM,2023
STR,17.0,0 days 00:01:27.909000,12.0,17.0,MEDIUM,2023
STR,18.0,0 days 00:01:28.401000,12.0,18.0,MEDIUM,2023
STR,19.0,0 days 00:01:28.050000,12.0,19.0,MEDIUM,2023
STR,20.0,0 days 00:01:33.026000,13.0,20.0,MEDIUM,2023
STR,21.0,0 days 00:01:48.851000,18.0,5.0,HARD,2023
STR,22.0,0 days 00:01:26.742000,18.0,6.0,HARD,2023
STR,23.0,0 days 00:01:26.968000,18.0,7.0,HARD,2023
STR,24.0,0 days 00:01:27.340000,18.0,8.0,HARD,2023
STR,25.0,0 days 00:01:27.176000,17.0,9.0,HARD,2023
STR,26.0,0 days 00:01:27.259000,17.0,10.0,HARD,2023
STR,27.0,0 days 00:01:26.675000,17.0,11.0,HARD,2023
STR,28.0,0 days 00:01:27.085000,17.0,12.0,HARD,2023
STR,29.0,0 days 00:01:26.809000,17.0,13.0,HARD,2023
STR,30.0,0 days 00:01:26.924000,17.0,14.0,HARD,2023
STR,31.0,0 days 00:01:26.617000,16.0,15.0,HARD,2023
STR,32.0,0 days 00:01:26.832000,16.0,16.0,HARD,2023
STR,33.0,0 days 00:01:27.121000,16.0,17.0,HARD,2023
STR,34.0,0 days 00:01:27.298000,14.0,18.0,HARD,2023
STR,35.0,0 days 00:01:26.970000,14.0,19.0,HARD,2023
STR,36.0,0 days 00:01:27.096000,14.0,20.0,HARD,2023
STR,37.0,0 days 00:01:27.373000,14.0,21.0,HARD,2023
STR,38.0,0 days 00:01:26.902000,13.0,22.0,HARD,2023
STR,39.0,0 days 00:01:26.904000,13.0,23.0,HARD,2023
STR,40.0,0 days 00:01:27.072000,13.0,24.0,HARD,2023
STR,41.0,0 days 00:01:26.916000,13.0,25.0,HARD,2023
STR,42.0,0 days 00:01:27.067000,12.0,26.0,HARD,2023
STR,43.0,0 days 00:01:31.134000,12.0,27.0,HARD,2023
STR,44.0,0 days 00:01:28.214000,13.0,28.0,HARD,2023
STR,45.0,0 days 00:01:28.336000,14.0,29.0,HARD,2023
STR,46.0,0 days 00:01:27.153000,14.0,30.0,HARD,2023
STR,47.0,0 days 00:01:27.267000,14.0,31.0,HARD,2023
STR,48.0,0 days 00:01:27.590000,14.0,32.0,HARD,2023
STR,49.0,0 days 00:01:29.467000,14.0,33.0,HARD,2023
STR,50.0,0 days 00:01:30.865000,16.0,34.0,HARD,2023
STR,51.0,,,35.0,HARD,2023
SAR,1.0,0 days 00:01:34.407000,13.0,4.0,MEDIUM,2023
SAR,2.0,0 days 00:01:28.080000,13.0,5.0,MEDIUM,2023
SAR,3.0,0 days 00:01:27.647000,13.0,6.0,MEDIUM,2023
SAR,4.0,0 days 00:01:27.389000,13.0,7.0,MEDIUM,2023
SAR,5.0,0 days 00:01:27.170000,13.0,8.0,MEDIUM,2023
SAR,6.0,0 days 00:01:27.135000,13.0,9.0,MEDIUM,2023
SAR,7.0,0 days 00:01:27.251000,13.0,10.0,MEDIUM,2023
SAR,8.0,0 days 00:01:27.233000,13.0,11.0,MEDIUM,2023
SAR,9.0,0 days 00:01:27.459000,13.0,12.0,MEDIUM,2023
SAR,10.0,0 days 00:01:27.685000,13.0,13.0,MEDIUM,2023
SAR,11.0,0 days 00:01:27.804000,13.0,14.0,MEDIUM,2023
SAR,12.0,0 days 00:01:28.694000,13.0,15.0,MEDIUM,2023
SAR,13.0,0 days 00:01:27.799000,12.0,16.0,MEDIUM,2023
SAR,14.0,0 days 00:01:33.074000,15.0,17.0,MEDIUM,2023
SAR,15.0,0 days 00:01:47.389000,16.0,4.0,HARD,2023
SAR,16.0,0 days 00:01:26.840000,16.0,5.0,HARD,2023
SAR,17.0,0 days 00:01:27,16.0,6.0,HARD,2023
SAR,18.0,0 days 00:01:26.906000,16.0,7.0,HARD,2023
SAR,19.0,0 days 00:01:27.165000,16.0,8.0,HARD,2023
SAR,20.0,0 days 00:01:27.280000,16.0,9.0,HARD,2023
SAR,21.0,0 days 00:01:27.363000,15.0,10.0,HARD,2023
SAR,22.0,0 days 00:01:27.465000,15.0,11.0,HARD,2023
SAR,23.0,0 days 00:01:27.149000,15.0,12.0,HARD,2023
SAR,24.0,0 days 00:01:27.104000,15.0,13.0,HARD,2023
SAR,25.0,0 days 00:01:27.165000,14.0,14.0,HARD,2023
SAR,26.0,0 days 00:01:27.021000,13.0,15.0,HARD,2023
SAR,27.0,0 days 00:01:27.253000,13.0,16.0,HARD,2023
SAR,28.0,0 days 00:01:27.546000,13.0,17.0,HARD,2023
SAR,29.0,0 days 00:01:27.545000,13.0,18.0,HARD,2023
SAR,30.0,0 days 00:01:27.121000,13.0,19.0,HARD,2023
SAR,31.0,0 days 00:01:27.461000,13.0,20.0,HARD,2023
SAR,32.0,0 days 00:01:27.522000,13.0,21.0,HARD,2023
SAR,33.0,0 days 00:01:27.293000,11.0,22.0,HARD,2023
SAR,34.0,0 days 00:01:27.219000,11.0,23.0,HARD,2023
SAR,35.0,0 days 00:01:27.233000,11.0,24.0,HARD,2023
SAR,36.0,0 days 00:01:27.142000,11.0,25.0,HARD,2023
SAR,37.0,0 days 00:01:27.292000,11.0,26.0,HARD,2023
SAR,38.0,0 days 00:01:27.103000,11.0,27.0,HARD,2023
SAR,39.0,0 days 00:01:27.137000,11.0,28.0,HARD,2023
SAR,40.0,0 days 00:01:27.640000,11.0,29.0,HARD,2023
SAR,41.0,0 days 00:01:27.180000,11.0,30.0,HARD,2023
SAR,42.0,0 days 00:01:27.176000,10.0,31.0,HARD,2023
SAR,43.0,0 days 00:01:29.385000,11.0,32.0,HARD,2023
SAR,44.0,0 days 00:01:27.686000,11.0,33.0,HARD,2023
SAR,45.0,0 days 00:01:27.502000,11.0,34.0,HARD,2023
SAR,46.0,0 days 00:01:27.709000,11.0,35.0,HARD,2023
SAR,47.0,0 days 00:01:27.622000,11.0,36.0,HARD,2023
SAR,48.0,0 days 00:01:27.440000,11.0,37.0,HARD,2023
SAR,49.0,0 days 00:01:27.742000,11.0,38.0,HARD,2023
SAR,50.0,0 days 00:01:29.626000,13.0,39.0,HARD,2023
SAR,51.0,,,40.0,HARD,2023
MAG,1.0,0 days 00:01:36.466000,18.0,5.0,HARD,2023
MAG,2.0,0 days 00:01:28.923000,18.0,6.0,HARD,2023
MAG,3.0,0 days 00:01:28.538000,18.0,7.0,HARD,2023
MAG,4.0,0 days 00:01:29.252000,19.0,8.0,HARD,2023
MAG,5.0,0 days 00:01:28.276000,19.0,9.0,HARD,2023
MAG,6.0,0 days 00:01:27.949000,19.0,10.0,HARD,2023
MAG,7.0,0 days 00:01:27.691000,19.0,11.0,HARD,2023
MAG,8.0,0 days 00:01:27.935000,19.0,12.0,HARD,2023
MAG,9.0,0 days 00:01:28.218000,19.0,13.0,HARD,2023
MAG,10.0,0 days 00:01:28.511000,19.0,14.0,HARD,2023
MAG,11.0,0 days 00:01:28.792000,18.0,15.0,HARD,2023
MAG,12.0,0 days 00:01:33.273000,17.0,16.0,HARD,2023
MAG,13.0,0 days 00:01:48.424000,19.0,1.0,MEDIUM,2023
MAG,14.0,0 days 00:01:28.080000,19.0,2.0,MEDIUM,2023
MAG,15.0,0 days 00:01:27.848000,19.0,3.0,MEDIUM,2023
MAG,16.0,0 days 00:01:27.649000,19.0,4.0,MEDIUM,2023
MAG,17.0,0 days 00:01:27.589000,19.0,5.0,MEDIUM,2023
MAG,18.0,0 days 00:01:27.898000,19.0,6.0,MEDIUM,2023
MAG,19.0,0 days 00:01:27.159000,19.0,7.0,MEDIUM,2023
MAG,20.0,0 days 00:01:27.011000,19.0,8.0,MEDIUM,2023
MAG,21.0,0 days 00:01:27.128000,19.0,9.0,MEDIUM,2023
MAG,22.0,0 days 00:01:27.244000,19.0,10.0,MEDIUM,2023
MAG,23.0,0 days 00:01:27.492000,19.0,11.0,MEDIUM,2023
MAG,24.0,0 days 00:01:27.536000,19.0,12.0,MEDIUM,2023
MAG,25.0,0 days 00:01:27.502000,18.0,13.0,MEDIUM,2023
MAG,26.0,0 days 00:01:27.418000,18.0,14.0,MEDIUM,2023
MAG,27.0,0 days 00:01:27.220000,18.0,15.0,MEDIUM,2023
MAG,28.0,0 days 00:01:27.154000,18.0,16.0,MEDIUM,2023
MAG,29.0,0 days 00:01:27.344000,18.0,17.0,MEDIUM,2023
MAG,30.0,0 days 00:01:27.384000,18.0,18.0,MEDIUM,2023
MAG,31.0,0 days 00:01:27.486000,18.0,19.0,MEDIUM,2023
MAG,32.0,0 days 00:01:27.556000,17.0,20.0,MEDIUM,2023
MAG,33.0,0 days 00:01:33.158000,18.0,21.0,MEDIUM,2023
MAG,34.0,0 days 00:01:47.333000,19.0,1.0,MEDIUM,2023
MAG,35.0,0 days 00:01:26.300000,19.0,2.0,MEDIUM,2023
MAG,36.0,0 days 00:01:26.385000,19.0,3.0,MEDIUM,2023
MAG,37.0,0 days 00:01:26.454000,19.0,4.0,MEDIUM,2023
MAG,38.0,0 days 00:01:26.394000,19.0,5.0,MEDIUM,2023
MAG,39.0,0 days 00:01:30.343000,19.0,6.0,MEDIUM,2023
MAG,40.0,0 days 00:01:26.696000,18.0,7.0,MEDIUM,2023
MAG,41.0,0 days 00:01:26.328000,18.0,8.0,MEDIUM,2023
MAG,42.0,0 days 00:01:26.278000,18.0,9.0,MEDIUM,2023
MAG,43.0,0 days 00:01:26.511000,18.0,10.0,MEDIUM,2023
MAG,44.0,0 days 00:01:26.514000,18.0,11.0,MEDIUM,2023
MAG,45.0,0 days 00:01:26.787000,18.0,12.0,MEDIUM,2023
MAG,46.0,0 days 00:01:26.983000,18.0,13.0,MEDIUM,2023
MAG,47.0,0 days 00:01:26.660000,18.0,14.0,MEDIUM,2023
MAG,48.0,0 days 00:01:26.739000,18.0,15.0,MEDIUM,2023
MAG,49.0,0 days 00:01:27.054000,18.0,16.0,MEDIUM,2023
MAG,50.0,0 days 00:01:26.904000,18.0,17.0,MEDIUM,2023
MAG,51.0,,,18.0,MEDIUM,2023
TSU,1.0,,,4.0,MEDIUM,2023
ALB,1.0,0 days 00:01:30.785000,7.0,4.0,MEDIUM,2023
ALB,2.0,0 days 00:01:27.067000,6.0,5.0,MEDIUM,2023
ALB,3.0,0 days 00:01:26.578000,6.0,6.0,MEDIUM,2023
ALB,4.0,0 days 00:01:26.684000,6.0,7.0,MEDIUM,2023
ALB,5.0,0 days 00:01:26.868000,6.0,8.0,MEDIUM,2023
ALB,6.0,0 days 00:01:26.661000,6.0,9.0,MEDIUM,2023
ALB,7.0,0 days 00:01:26.773000,6.0,10.0,MEDIUM,2023
ALB,8.0,0 days 00:01:26.676000,6.0,11.0,MEDIUM,2023
ALB,9.0,0 days 00:01:26.838000,6.0,12.0,MEDIUM,2023
ALB,10.0,0 days 00:01:27.305000,6.0,13.0,MEDIUM,2023
ALB,11.0,0 days 00:01:27.389000,6.0,14.0,MEDIUM,2023
ALB,12.0,0 days 00:01:27.533000,6.0,15.0,MEDIUM,2023
ALB,13.0,0 days 00:01:27.676000,6.0,16.0,MEDIUM,2023
ALB,14.0,0 days 00:01:27.723000,6.0,17.0,MEDIUM,2023
ALB,15.0,0 days 00:01:32.301000,9.0,18.0,MEDIUM,2023
ALB,16.0,0 days 00:01:47.605000,13.0,4.0,HARD,2023
ALB,17.0,0 days 00:01:27.087000,13.0,5.0,HARD,2023
ALB,18.0,0 days 00:01:26.893000,13.0,6.0,HARD,2023
ALB,19.0,0 days 00:01:27.308000,13.0,7.0,HARD,2023
ALB,20.0,0 days 00:01:26.853000,12.0,8.0,HARD,2023
ALB,21.0,0 days 00:01:26.601000,12.0,9.0,HARD,2023
ALB,22.0,0 days 00:01:26.833000,11.0,10.0,HARD,2023
ALB,23.0,0 days 00:01:26.913000,9.0,11.0,HARD,2023
ALB,24.0,0 days 00:01:26.748000,8.0,12.0,HARD,2023
ALB,25.0,0 days 00:01:26.898000,7.0,13.0,HARD,2023
ALB,26.0,0 days 00:01:27.049000,7.0,14.0,HARD,2023
ALB,27.0,0 days 00:01:26.735000,7.0,15.0,HARD,2023
ALB,28.0,0 days 00:01:27.024000,6.0,16.0,HARD,2023
ALB,29.0,0 days 00:01:26.977000,6.0,17.0,HARD,2023
ALB,30.0,0 days 00:01:26.940000,6.0,18.0,HARD,2023
ALB,31.0,0 days 00:01:26.735000,6.0,19.0,HARD,2023
ALB,32.0,0 days 00:01:26.432000,6.0,20.0,HARD,2023
ALB,33.0,0 days 00:01:26.389000,6.0,21.0,HARD,2023
ALB,34.0,0 days 00:01:26.579000,6.0,22.0,HARD,2023
ALB,35.0,0 days 00:01:26.545000,6.0,23.0,HARD,2023
ALB,36.0,0 days 00:01:26.981000,6.0,24.0,HARD,2023
ALB,37.0,0 days 00:01:26.831000,6.0,25.0,HARD,2023
ALB,38.0,0 days 00:01:27.370000,6.0,26.0,HARD,2023
ALB,39.0,0 days 00:01:26.802000,6.0,27.0,HARD,2023
ALB,40.0,0 days 00:01:26.572000,6.0,28.0,HARD,2023
ALB,41.0,0 days 00:01:26.675000,6.0,29.0,HARD,2023
ALB,42.0,0 days 00:01:26.708000,6.0,30.0,HARD,2023
ALB,43.0,0 days 00:01:26.913000,6.0,31.0,HARD,2023
ALB,44.0,0 days 00:01:27.725000,6.0,32.0,HARD,2023
ALB,45.0,0 days 00:01:26.907000,6.0,33.0,HARD,2023
ALB,46.0,0 days 00:01:27.252000,6.0,34.0,HARD,2023
ALB,47.0,0 days 00:01:28.491000,7.0,35.0,HARD,2023
ALB,48.0,0 days 00:01:26.822000,7.0,36.0,HARD,2023
ALB,49.0,0 days 00:01:27.569000,7.0,37.0,HARD,2023
ALB,50.0,0 days 00:01:27.197000,7.0,38.0,HARD,2023
ALB,51.0,0 days 00:01:27.433000,7.0,39.0,HARD,2023
ZHO,1.0,0 days 00:01:35.194000,15.0,1.0,MEDIUM,2023
ZHO,2.0,0 days 00:01:28.167000,15.0,2.0,MEDIUM,2023
ZHO,3.0,0 days 00:01:27.871000,15.0,3.0,MEDIUM,2023
ZHO,4.0,0 days 00:01:27.615000,15.0,4.0,MEDIUM,2023
ZHO,5.0,0 days 00:01:27.535000,15.0,5.0,MEDIUM,2023
ZHO,6.0,0 days 00:01:27.066000,15.0,6.0,MEDIUM,2023
ZHO,7.0,0 days 00:01:27.185000,15.0,7.0,MEDIUM,2023
ZHO,8.0,0 days 00:01:27.253000,15.0,8.0,MEDIUM,2023
ZHO,9.0,0 days 00:01:27.416000,15.0,9.0,MEDIUM,2023
ZHO,10.0,0 days 00:01:27.544000,15.0,10.0,MEDIUM,2023
ZHO,11.0,0 days 00:01:32.187000,17.0,11.0,MEDIUM,2023
ZHO,12.0,0 days 00:01:47.237000,18.0,4.0,HARD,2023
ZHO,13.0,0 days 00:01:26.253000,17.0,5.0,HARD,2023
ZHO,14.0,0 days 00:01:27.775000,17.0,6.0,HARD,2023
ZHO,15.0,0 days 00:01:27.645000,15.0,7.0,HARD,2023
ZHO,16.0,0 days 00:01:27.153000,15.0,8.0,HARD,2023
ZHO,17.0,0 days 00:01:26.866000,15.0,9.0,HARD,2023
ZHO,18.0,0 days 00:01:27.055000,15.0,10.0,HARD,2023
ZHO,19.0,0 days 00:01:27.347000,15.0,11.0,HARD,2023
ZHO,20.0,0 days 00:01:27.075000,15.0,12.0,HARD,2023
ZHO,21.0,0 days 00:01:27.170000,14.0,13.0,HARD,2023
ZHO,22.0,0 days 00:01:27.333000,14.0,14.0,HARD,2023
ZHO,23.0,0 days 00:01:27.285000,14.0,15.0,HARD,2023
ZHO,24.0,0 days 00:01:27.153000,14.0,16.0,HARD,2023
ZHO,25.0,0 days 00:01:27.028000,13.0,17.0,HARD,2023
ZHO,26.0,0 days 00:01:27.164000,12.0,18.0,HARD,2023
ZHO,27.0,0 days 00:01:27.348000,12.0,19.0,HARD,2023
ZHO,28.0,0 days 00:01:27.858000,12.0,20.0,HARD,2023
ZHO,29.0,0 days 00:01:27.356000,12.0,21.0,HARD,2023
ZHO,30.0,0 days 00:01:27.442000,12.0,22.0,HARD,2023
ZHO,31.0,0 days 00:01:27.683000,12.0,23.0,HARD,2023
ZHO,32.0,0 days 00:01:27.820000,12.0,24.0,HARD,2023
ZHO,33.0,0 days 00:01:32.052000,14.0,25.0,HARD,2023
ZHO,34.0,0 days 00:01:47.962000,17.0,1.0,MEDIUM,2023
ZHO,35.0,0 days 00:01:25.983000,17.0,2.0,MEDIUM,2023
ZHO,36.0,0 days 00:01:26.935000,17.0,3.0,MEDIUM,2023
ZHO,37.0,0 days 00:01:26.700000,17.0,4.0,MEDIUM,2023
ZHO,38.0,0 days 00:01:26.503000,17.0,5.0,MEDIUM,2023
ZHO,39.0,0 days 00:01:26.473000,16.0,6.0,MEDIUM,2023
ZHO,40.0,0 days 00:01:26.406000,15.0,7.0,MEDIUM,2023
ZHO,41.0,0 days 00:01:26.600000,15.0,8.0,MEDIUM,2023
ZHO,42.0,0 days 00:01:26.671000,15.0,9.0,MEDIUM,2023
ZHO,43.0,0 days 00:01:26.288000,15.0,10.0,MEDIUM,2023
ZHO,44.0,0 days 00:01:26.313000,15.0,11.0,MEDIUM,2023
ZHO,45.0,0 days 00:01:26.461000,15.0,12.0,MEDIUM,2023
ZHO,46.0,0 days 00:01:26.134000,15.0,13.0,MEDIUM,2023
ZHO,47.0,0 days 00:01:26.305000,15.0,14.0,MEDIUM,2023
ZHO,48.0,0 days 00:01:26.448000,15.0,15.0,MEDIUM,2023
ZHO,49.0,0 days 00:01:28.825000,15.0,16.0,MEDIUM,2023
ZHO,50.0,0 days 00:01:26.768000,14.0,17.0,MEDIUM,2023
ZHO,51.0,,,18.0,MEDIUM,2023
HUL,1.0,0 days 00:01:32.720000,10.0,4.0,MEDIUM,2023
HUL,2.0,0 days 00:01:27.920000,10.0,5.0,MEDIUM,2023
HUL,3.0,0 days 00:01:27.360000,10.0,6.0,MEDIUM,2023
HUL,4.0,0 days 00:01:27.200000,10.0,7.0,MEDIUM,2023
HUL,5.0,0 days 00:01:27.035000,10.0,8.0,MEDIUM,2023
HUL,6.0,0 days 00:01:27.169000,10.0,9.0,MEDIUM,2023
HUL,7.0,0 days 00:01:27.465000,10.0,10.0,MEDIUM,2023
HUL,8.0,0 days 00:01:28.059000,11.0,11.0,MEDIUM,2023
HUL,9.0,0 days 00:01:27.481000,11.0,12.0,MEDIUM,2023
HUL,10.0,0 days 00:01:27.563000,11.0,13.0,MEDIUM,2023
HUL,11.0,0 days 00:01:28.055000,11.0,14.0,MEDIUM,2023
HUL,12.0,0 days 00:01:29.091000,12.0,15.0,MEDIUM,2023
HUL,13.0,0 days 00:01:28.009000,11.0,16.0,MEDIUM,2023
HUL,14.0,0 days 00:01:32.658000,13.0,17.0,MEDIUM,2023
HUL,15.0,0 days 00:01:49.615000,17.0,6.0,HARD,2023
HUL,16.0,0 days 00:01:26.990000,17.0,7.0,HARD,2023
HUL,17.0,0 days 00:01:26.988000,17.0,8.0,HARD,2023
HUL,18.0,0 days 00:01:27.294000,17.0,9.0,HARD,2023
HUL,19.0,0 days 00:01:27.312000,17.0,10.0,HARD,2023
HUL,20.0,0 days 00:01:27.078000,17.0,11.0,HARD,2023
HUL,21.0,0 days 00:01:27.161000,16.0,12.0,HARD,2023
HUL,22.0,0 days 00:01:27.074000,16.0,13.0,HARD,2023
HUL,23.0,0 days 00:01:27.290000,16.0,14.0,HARD,2023
HUL,24.0,0 days 00:01:27.143000,16.0,15.0,HARD,2023
HUL,25.0,0 days 00:01:27.229000,15.0,16.0,HARD,2023
HUL,26.0,0 days 00:01:27.344000,14.0,17.0,HARD,2023
HUL,27.0,0 days 00:01:27.080000,14.0,18.0,HARD,2023
HUL,28.0,0 days 00:01:27.600000,14.0,19.0,HARD,2023
HUL,29.0,0 days 00:01:27.466000,14.0,20.0,HARD,2023
HUL,30.0,0 days 00:01:27.775000,14.0,21.0,HARD,2023
HUL,31.0,0 days 00:01:27.547000,14.0,22.0,HARD,2023
HUL,32.0,0 days 00:01:27.976000,14.0,23.0,HARD,2023
HUL,33.0,0 days 00:01:28.575000,15.0,24.0,HARD,2023
HUL,34.0,0 days 00:01:27.991000,13.0,25.0,HARD,2023
HUL,35.0,0 days 00:01:27.945000,13.0,26.0,HARD,2023
HUL,36.0,0 days 00:01:28.084000,13.0,27.0,HARD,2023
HUL,37.0,0 days 00:01:28.006000,13.0,28.0,HARD,2023
HUL,38.0,0 days 00:01:28.969000,14.0,29.0,HARD,2023
HUL,39.0,0 days 00:01:32.506000,14.0,30.0,HARD,2023
HUL,40.0,0 days 00:01:46.370000,17.0,4.0,MEDIUM,2023
HUL,41.0,0 days 00:01:26.395000,17.0,5.0,MEDIUM,2023
HUL,42.0,0 days 00:01:26.102000,17.0,6.0,MEDIUM,2023
HUL,43.0,0 days 00:01:26.234000,17.0,7.0,MEDIUM,2023
HUL,44.0,0 days 00:01:26.459000,17.0,8.0,MEDIUM,2023
HUL,45.0,0 days 00:01:26.723000,17.0,9.0,MEDIUM,2023
HUL,46.0,0 days 00:01:26.645000,17.0,10.0,MEDIUM,2023
HUL,47.0,0 days 00:01:26.251000,17.0,11.0,MEDIUM,2023
HUL,48.0,0 days 00:01:26.359000,17.0,12.0,MEDIUM,2023
HUL,49.0,0 days 00:01:25.981000,17.0,13.0,MEDIUM,2023
HUL,50.0,0 days 00:01:25.894000,17.0,14.0,MEDIUM,2023
HUL,51.0,,,15.0,MEDIUM,2023
OCO,1.0,0 days 00:01:35.655000,16.0,1.0,MEDIUM,2023
OCO,2.0,0 days 00:01:28.667000,16.0,2.0,MEDIUM,2023
OCO,3.0,0 days 00:01:27.822000,16.0,3.0,MEDIUM,2023
OCO,4.0,0 days 00:01:27.582000,16.0,4.0,MEDIUM,2023
OCO,5.0,0 days 00:01:27.385000,16.0,5.0,MEDIUM,2023
OCO,6.0,0 days 00:01:27.306000,16.0,6.0,MEDIUM,2023
OCO,7.0,0 days 00:01:27.117000,16.0,7.0,MEDIUM,2023
